Timestamp,messages,NT:/FMSInfo/.type,NT:/FMSInfo/IsRedAlliance,NT:/FMSInfo/MatchNumber,NT:/FMSInfo/ReplayNumber,NT:/FMSInfo/FMSControlData,NT:/FMSInfo/EventName,NT:/LiveWindow/.status/LW Enabled,NT:/FMSInfo/GameSpecificMessage,NT:/FMSInfo/StationNumber,NT:/FMSInfo/MatchType,NTConnection,systemTime,/shooter/left/SET_FUNCTION_CONTROL_MODE,/shooter/left/SET_FUNCTION_VALUE,/shooter/left/SET_FUNCTION_DEMAND_TYPE,/shooter/left/SET_FUNCTION_DEMAND,/shooter/left/SET_VOLTAGE,/shooter/left/SET_SELECTED_SENSOR_POSITION,/shooter/left/SET_NEUTRAL_MODE_IS_BRAKE,/shooter/left/OUTPUT_PERCENT,/shooter/left/FAULTS,/shooter/left/FORWARD_LIMIT_SWITCH,/shooter/left/REVERSE_LIMIT_SWITCH,/shooter/left/SELECTED_SENSOR_POSITION,/shooter/left/SELECTED_SENSOR_VELOCITY,/shooter/left/STATOR_CURRENT,/shooter/left/SUPPLY_CURRENT,/shooter/left/BUS_VOLTAGE,/shooter/left/TEMPERATURE,/shooter/left/INTEGRATED_SENSOR_ABSOLUTE_POSITION,/shooter/left/HAS_RESET,/shooter/left/CLOSED_LOOP_ERROR,/shooter/left/INTEGRAL_ACCUMULATOR,/shooter/left/ERROR_DERIVATIVE,/shooter/left/CLOSED_LOOP_TARGET,DS:enabled,DS:autonomous,DS:test,DS:estop,DS:joystick0/buttons,DS:joystick0/axes[0],DS:joystick0/axes[1],DS:joystick0/axes[2],DS:joystick0/axes[3],DS:joystick0/axes[4],DS:joystick0/axes[5],DS:joystick0/povs,DS:joystick1/buttons,DS:joystick1/axes,DS:joystick1/povs,DS:joystick2/buttons,DS:joystick2/axes,DS:joystick2/povs,DS:joystick3/buttons,DS:joystick3/axes,DS:joystick3/povs,DS:joystick4/buttons,DS:joystick4/axes,DS:joystick4/povs,DS:joystick5/buttons,DS:joystick5/axes,DS:joystick5/povs,/shooter/right/OUTPUT_PERCENT,/shooter/right/FAULTS,/shooter/right/BUS_VOLTAGE,/DT/right/front/SET_FUNCTION_CONTROL_MODE,/DT/right/front/SET_FUNCTION_VALUE,/DT/right/front/SET_FUNCTION_DEMAND_TYPE,/DT/right/front/SET_FUNCTION_DEMAND,/DT/right/front/SET_VOLTAGE,/DT/right/front/SET_SELECTED_SENSOR_POSITION,/DT/right/front/SET_NEUTRAL_MODE_IS_BRAKE,/DT/right/front/OUTPUT_PERCENT,/DT/right/front/FAULTS,/DT/right/front/FORWARD_LIMIT_SWITCH,/DT/right/front/REVERSE_LIMIT_SWITCH,/DT/right/front/SELECTED_SENSOR_POSITION,/DT/right/front/SELECTED_SENSOR_VELOCITY,/DT/right/front/STATOR_CURRENT,/DT/right/front/SUPPLY_CURRENT,/DT/right/front/BUS_VOLTAGE,/DT/right/front/TEMPERATURE,/DT/right/front/INTEGRATED_SENSOR_ABSOLUTE_POSITION,/DT/right/front/HAS_RESET,/DT/left/front/SET_FUNCTION_CONTROL_MODE,/DT/left/front/SET_FUNCTION_VALUE,/DT/left/front/SET_FUNCTION_DEMAND_TYPE,/DT/left/front/SET_FUNCTION_DEMAND,/DT/left/front/SET_VOLTAGE,/DT/left/front/SET_SELECTED_SENSOR_POSITION,/DT/left/front/SET_NEUTRAL_MODE_IS_BRAKE,/DT/left/front/OUTPUT_PERCENT,/DT/left/front/FAULTS,/DT/left/front/FORWARD_LIMIT_SWITCH,/DT/left/front/REVERSE_LIMIT_SWITCH,/DT/left/front/SELECTED_SENSOR_POSITION,/DT/left/front/SELECTED_SENSOR_VELOCITY,/DT/left/front/STATOR_CURRENT,/DT/left/front/SUPPLY_CURRENT,/DT/left/front/BUS_VOLTAGE,/DT/left/front/TEMPERATURE,/DT/left/front/INTEGRATED_SENSOR_ABSOLUTE_POSITION,/DT/left/front/HAS_RESET,/DT/left/back/OUTPUT_PERCENT,/DT/left/back/FAULTS,/DT/left/back/BUS_VOLTAGE,/DT/right/back/OUTPUT_PERCENT,/DT/right/back/FAULTS,/DT/right/back/BUS_VOLTAGE,/DT/left/middle/OUTPUT_PERCENT,/DT/left/middle/FAULTS,/DT/left/middle/BUS_VOLTAGE,/DT/right/middle/OUTPUT_PERCENT,/DT/right/middle/FAULTS,/DT/right/middle/BUS_VOLTAGE,NT:/SmartDashboard/Auto choices/.type,NT:/SmartDashboard/Auto choices/.instance,NT:/SmartDashboard/Auto choices/default,NT:/SmartDashboard/Auto choices/options,NT:/SmartDashboard/Auto choices/active,NT:/SmartDashboard/Auto choices/.controllable,NT:/SmartDashboard/Auto choices/.name,/climber/left/SET_FUNCTION_CONTROL_MODE,/climber/left/SET_FUNCTION_VALUE,/climber/left/SET_FUNCTION_DEMAND_TYPE,/climber/left/SET_FUNCTION_DEMAND,/climber/left/SET_VOLTAGE,/climber/left/SET_SELECTED_SENSOR_POSITION,/climber/left/SET_NEUTRAL_MODE_IS_BRAKE,/climber/left/OUTPUT_PERCENT,/climber/left/FAULTS,/climber/left/FORWARD_LIMIT_SWITCH,/climber/left/REVERSE_LIMIT_SWITCH,/climber/left/SELECTED_SENSOR_POSITION,/climber/left/SELECTED_SENSOR_VELOCITY,/climber/left/STATOR_CURRENT,/climber/left/SUPPLY_CURRENT,/climber/left/BUS_VOLTAGE,/climber/left/TEMPERATURE,/climber/left/INTEGRATED_SENSOR_ABSOLUTE_POSITION,/climber/left/HAS_RESET,/climber/right/SET_FUNCTION_CONTROL_MODE,/climber/right/SET_FUNCTION_VALUE,/climber/right/SET_FUNCTION_DEMAND_TYPE,/climber/right/SET_FUNCTION_DEMAND,/climber/right/SET_VOLTAGE,/climber/right/SET_SELECTED_SENSOR_POSITION,/climber/right/SET_NEUTRAL_MODE_IS_BRAKE,/climber/right/OUTPUT_PERCENT,/climber/right/FAULTS,/climber/right/FORWARD_LIMIT_SWITCH,/climber/right/REVERSE_LIMIT_SWITCH,/climber/right/SELECTED_SENSOR_POSITION,/climber/right/SELECTED_SENSOR_VELOCITY,/climber/right/STATOR_CURRENT,/climber/right/SUPPLY_CURRENT,/climber/right/BUS_VOLTAGE,/climber/right/TEMPERATURE,/climber/right/INTEGRATED_SENSOR_ABSOLUTE_POSITION,/climber/right/HAS_RESET,NT:/limelight/pipeline,NT:/limelight/ledMode,NT:/SmartDashboard/Gyro value,NT:/SmartDashboard/NAVX value,NT:/LiveWindow/Ungrouped/navX-Sensor[4]/.name,NT:/LiveWindow/Ungrouped/navX-Sensor[4]/.type,NT:/LiveWindow/Ungrouped/.type,NT:/LiveWindow/Ungrouped/navX-Sensor[4]/Value,NT:/LiveWindow/Ungrouped/Talon FX [11]/.name,NT:/LiveWindow/Ungrouped/Talon FX [11]/.type,NT:/LiveWindow/Ungrouped/Talon FX [11]/.actuator,NT:/LiveWindow/Ungrouped/Talon FX [11]/Value,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/.name,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/.type,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan0,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan1,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan2,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan3,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan4,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan5,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan6,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan7,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan8,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan9,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan10,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan11,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan12,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan13,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan14,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Chan15,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/Voltage,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/TotalCurrent,NT:/LiveWindow/Ungrouped/PowerDistribution[0]/SwitchableChannel,NT:/LiveWindow/Ungrouped/DigitalInput[0]/.name,NT:/LiveWindow/Ungrouped/DigitalInput[0]/.type,NT:/LiveWindow/Ungrouped/DigitalInput[0]/Value,NT:/LiveWindow/Ungrouped/Spark[3]/.name,NT:/LiveWindow/Ungrouped/Spark[3]/.type,NT:/LiveWindow/Ungrouped/Spark[3]/.actuator,NT:/LiveWindow/Ungrouped/Spark[3]/Value,NT:/LiveWindow/Ungrouped/Talon FX [7]/.name,NT:/LiveWindow/Ungrouped/Talon FX [7]/.type,NT:/LiveWindow/Ungrouped/Talon FX [7]/.actuator,NT:/LiveWindow/Ungrouped/Talon FX [7]/Value,NT:/LiveWindow/Ungrouped/DigitalInput[9]/.name,NT:/LiveWindow/Ungrouped/DigitalInput[9]/.type,NT:/LiveWindow/Ungrouped/DigitalInput[9]/Value,NT:/LiveWindow/Ungrouped/DigitalInput[8]/.name,NT:/LiveWindow/Ungrouped/DigitalInput[8]/.type,NT:/LiveWindow/Ungrouped/DigitalInput[8]/Value,NT:/LiveWindow/Ungrouped/Talon FX [4]/.name,NT:/LiveWindow/Ungrouped/Talon FX [4]/.type,NT:/LiveWindow/Ungrouped/Talon FX [4]/.actuator,NT:/LiveWindow/Ungrouped/Talon FX [4]/Value,NT:/LiveWindow/Ungrouped/Talon FX [12]/.name,NT:/LiveWindow/Ungrouped/Talon FX [12]/.type,NT:/LiveWindow/Ungrouped/Talon FX [12]/.actuator,NT:/LiveWindow/Ungrouped/Talon FX [12]/Value,NT:/SmartDashboard/Jeff,NT:/SmartDashboard/Gyro kP,NT:/SmartDashboard/Gyro kI,NT:/SmartDashboard/Gyro kD,NT:/SmartDashboard/Shooter kP,NT:/SmartDashboard/Shooter kD,NT:/SmartDashboard/Gyro #,NT:/SmartDashboard/distance,NT:/SmartDashboard/Velocity,
1.866871,,
2.113621,,
4.009306,LoggyMotor /shooter/left/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET; CLOSED_LOOP_ERROR; INTEGRAL_ACCUMULATOR; ERROR_DERIVATIVE; CLOSED_LOOP_TARGET],,1,0.0,0.0,0.0,,,,
4.138293,,,,,,,,,,,,,,,,,,,,,,,
4.200678,LoggyMotor /shooter/right/ log levels set to [OUTPUT_PERCENT; FAULTS; BUS_VOLTAGE],
4.52605,LoggyMotor /DT/right/front/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET],
4.562626,LoggyMotor /DT/left/front/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET],
4.587122,LoggyMotor /DT/left/back/ log levels set to [OUTPUT_PERCENT; FAULTS; BUS_VOLTAGE],
4.611728,LoggyMotor /DT/right/middle/ log levels set to [OUTPUT_PERCENT; FAULTS; BUS_VOLTAGE],
5.208123,,
5.284226,,,
5.339312,,,,
5.455792,LoggyMotor /climber/left/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET],,
5.490366,LoggyMotor /climber/right/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET],
5.528015,,
5.665245,,,
5.706252,1476,,
5.749043,,,,
5.783886,,,
5.843308,,,,,,
6.050354,,,,
6.09411,,,,,,,,,,,,,,,,,,,,,,
6.148902,,,,,
6.243764,1129,,,,,,,,,,,,,,,,,,,
6.27269,1031,,,,,
6.298093,263,
6.325218,290,
6.346415,338,
6.373221,328,
6.394288,334,
6.426965,203,
6.448622,270,
6.475345,266,,
6.501182,336,,
6.526353,204,
6.54716,328,
6.573153,264,
6.60668,207,
6.632089,516,
6.660373,212,,
6.68636,206,
6.710787,204,
6.732053,117,
6.754761,112,
6.777812,110,
6.798441,112,
6.821068,107,
6.845175,115,
6.866399,309,
6.889932,324,
6.910834,109,
6.931597,113,
6.954395,112,
6.976879,177,
6.997492,109,,
7.01776,111,,
7.039466,117,
7.071357,210,
7.092976,113,,
7.113197,1505,
7.133805,391,
7.157902,94,
7.182407,3793,,,,
7.204697,84,
7.225504,78,
7.246502,79,,,,,
7.268801,84,,,,
7.293866,82,,
7.315227,190,,
7.33631,180,,
7.356931,79,
7.380326,81,,
7.401563,79,,
7.422732,79,
7.443808,366,
7.46606,89,
7.537969,194,
7.559655,143,
7.582394,80,
7.604458,78,,
7.625465,76,
7.645551,82,
7.665905,85,
7.687629,84,
7.711464,81,
7.748638,211,
7.7687,162,
7.808281,140,
7.829415,165,
7.850498,204,
7.888482,132,
7.908599,164,
7.948384,75,
7.968725,74,,,,,
7.990129,140,,,
8.034157,295,,,
8.06839,141,,
8.088608,161,,
8.110161,168,,
8.133305,74,,
8.168859,425,
8.190441,76,,
8.212212,168,,,,
8.248309,141,,,,
8.268489,76,
8.289486,442,
8.312076,77,,
8.348358,139,
8.368937,78,,
8.390167,164,,,,
8.410819,446,
8.448663,163,
8.469008,153,
8.508727,240,
8.529221,191,
8.549563,193,
8.590818,79,
8.61218,469,,
8.648408,78,
8.688002,73,
8.709522,73,
8.748281,76,
8.787971,76,
8.828394,74,
8.867937,75,
8.888219,75,
8.927815,74,
8.947826,73,
8.967908,73,
8.988161,75,
9.028072,74,
9.048897,73,
9.088132,77,
9.128124,74,,
9.148163,75,
9.169948,75,,
9.208943,76,
9.247943,74,
9.268257,74,
9.308144,73,
9.328653,72,
9.349398,80,
9.3883,74,
9.40957,74,
9.448021,174,
9.488023,74,
9.528196,74,
9.567953,73,
9.59018,73,,
9.628694,72,
9.649678,1529,
9.687657,75,
9.708256,74,
9.747789,74,
9.767988,135,
9.808751,531,
9.849369,285,
9.888858,67,
9.928007,70,
9.968334,153,
9.990923,65,,
10.085692,,,,,,,,,,,,,,,,
10.162369,,,,,,,,,,,,,,,,,,,
10.183575,169318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.223101,386,
10.246253,550,
10.270744,67,
10.295781,341,
10.32132,213,
10.350822,72,
10.373544,177,,
10.408543,130,,
10.431479,83,
10.468461,68,
10.489133,448,
10.528487,135,
10.549237,126,
10.588312,126,
10.610502,139,
10.64848,68,,
10.668918,155,
10.708712,157,
10.748913,70,
10.788523,68,
10.808819,341,
10.848402,68,
10.869404,182,
10.889474,156,
10.929124,412,
10.950631,69,
10.989252,580,
11.028486,69,
11.07736,292,
11.108446,154,
11.128486,128,,
11.148692,152,
11.189666,163,
11.227825,67,
11.248442,67,
11.288264,66,
11.328253,66,
11.350764,65,,
11.371807,65,,
11.408062,67,
11.430625,67,,
11.45089,68,,
11.488062,68,
11.509502,67,
11.53133,65,,
11.567903,65,
11.607918,66,
11.630226,65,,
11.667948,68,
11.68806,66,,
11.70822,66,
11.728296,68,
11.769673,68,,
11.807779,65,
11.827975,211,
11.867973,65,
11.888159,582,
11.927794,66,
11.948373,64,
11.987609,64,
12.008133,69,
12.028135,65,
12.068867,67,
12.107757,64,
12.148406,71,
12.169059,64,,
12.208289,66,
12.247864,65,,
12.26815,65,
12.307617,65,
12.32901,65,
12.36809,329,
12.408785,1102,
12.447662,65,
12.468065,65,
12.50765,64,
12.52796,416,,
12.567883,67,,
12.588403,67,
12.609405,64,
12.63102,66,,
12.667839,66,
12.688184,396,
12.727615,64,
12.74798,68,
12.788041,75,
12.828068,67,
12.848228,68,
12.868871,789,
12.907937,67,
12.94775,66,
12.967959,67,
12.988002,66,
13.027695,65,
13.048979,67,
13.087584,65,
13.108476,68,
13.147629,65,
13.16859,66,,
13.189644,66,,,
13.228035,64,,
13.248231,68,
13.270174,65,,
13.308089,66,
13.347609,63,
13.367918,65,
13.388091,67,
13.427643,67,
13.448961,67,
13.488045,228,
13.52776,64,
13.567806,66,
13.607926,65,
13.647683,66,
13.668192,66,,
13.688205,66,
13.729126,69,
13.749165,64,,
13.787623,64,,
13.80765,65,
13.828138,65,,,,
13.867631,65,
13.887661,65,
13.907749,66,
13.928374,66,
13.967947,66,
14.007637,64,
14.028777,68,
14.067756,65,
14.087813,65,
14.108072,71,
14.147845,64,
14.168078,66,,
14.207746,65,
14.228063,67,
14.268082,67,
14.307642,63,
78.627457,58,
78.64968,56,,,,,32.0,
78.687396,170,,
78.70831,59,,
78.729248,57,,
78.767335,58,
78.78815,54,,
78.827251,58,,,
78.848495,56,,,,,
78.887603,56,
78.908063,55,,
78.93015,296,,
78.96726,58,
78.987379,61,,,,
79.008623,167,
79.047658,336,
79.06766,57,,,,
79.088733,59,,,,,
79.108973,62,,
79.147482,247,
79.188039,61,
79.227315,58,
79.247487,208,
79.267958,55,,,,
79.288205,57,,,,,
79.32727,55,,
79.347444,247,,
79.387246,55,,
79.407645,58,
79.447285,60,
79.467308,57,
79.487346,57,,
79.507964,56,,
79.547291,58,
79.567312,54,
79.587379,55,,
79.607495,56,,,,,
79.627994,59,,,,
79.667404,204,,,,
79.707331,56,
79.747293,59,
79.767313,58,
79.787888,60,
79.809079,58,,
79.847397,60,,
79.887271,56,
79.907331,61,
79.927394,190,,
79.948015,55,,,
79.987258,55,
80.007272,55,,
80.027618,61,
80.067265,55,
80.08741,56,
80.110822,57,,
80.147269,60,
80.187244,59,
80.20794,,,,,,,,,,,,,,,,
80.247351,56,
80.287193,58,,,,,,,,,,
80.307265,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.327309,59,
80.351126,59,,
80.387406,56,,
80.427626,108,
80.467369,56,
80.507246,59,
80.527265,57,,
