Timestamp,"/ExampleSubsystem/falcon/BUS_VOLTAGE","/ExampleSubsystem/falcon/FAULTS","/ExampleSubsystem/falcon/FORWARD_LIMIT_SWITCH","/ExampleSubsystem/falcon/HAS_RESET","/ExampleSubsystem/falcon/INTEGRATED_SENSOR_ABSOLUTE_POSITION","/ExampleSubsystem/falcon/OUTPUT_PERCENT","/ExampleSubsystem/falcon/REVERSE_LIMIT_SWITCH","/ExampleSubsystem/falcon/SELECTED_SENSOR_POSITION","/ExampleSubsystem/falcon/SELECTED_SENSOR_VELOCITY","/ExampleSubsystem/falcon/SET_FUNCTION_CONTROL_MODE","/ExampleSubsystem/falcon/SET_FUNCTION_DEMAND","/ExampleSubsystem/falcon/SET_FUNCTION_DEMAND_TYPE","/ExampleSubsystem/falcon/SET_FUNCTION_VALUE","/ExampleSubsystem/falcon/SET_NEUTRAL_MODE_IS_BRAKE","/ExampleSubsystem/falcon/SET_SELECTED_SENSOR_POSITION","/ExampleSubsystem/falcon/SET_VOLTAGE","/ExampleSubsystem/falcon/STATOR_CURRENT","/ExampleSubsystem/falcon/SUPPLY_CURRENT","/ExampleSubsystem/falcon/TEMPERATURE","DS:autonomous","DS:enabled","DS:estop","DS:joystick0/axes","DS:joystick0/buttons","DS:joystick0/povs","DS:joystick1/axes","DS:joystick1/buttons","DS:joystick1/povs","DS:joystick2/axes","DS:joystick2/buttons","DS:joystick2/povs","DS:joystick3/axes","DS:joystick3/buttons","DS:joystick3/povs","DS:joystick4/axes","DS:joystick4/buttons","DS:joystick4/povs","DS:joystick5/axes","DS:joystick5/buttons","DS:joystick5/povs","DS:test","NT:/FMSInfo/.type","NT:/FMSInfo/EventName","NT:/FMSInfo/FMSControlData","NT:/FMSInfo/GameSpecificMessage","NT:/FMSInfo/IsRedAlliance","NT:/FMSInfo/MatchNumber","NT:/FMSInfo/MatchType","NT:/FMSInfo/ReplayNumber","NT:/FMSInfo/StationNumber","NT:/LiveWindow/.status/LW Enabled","NT:/LiveWindow/ExampleSubsystem/.command","NT:/LiveWindow/ExampleSubsystem/.default","NT:/LiveWindow/ExampleSubsystem/.hasCommand","NT:/LiveWindow/ExampleSubsystem/.hasDefault","NT:/LiveWindow/ExampleSubsystem/.name","NT:/LiveWindow/ExampleSubsystem/.type","NT:/LiveWindow/Ungrouped/.type","NT:/LiveWindow/Ungrouped/Scheduler/.name","NT:/LiveWindow/Ungrouped/Scheduler/.type","NT:/LiveWindow/Ungrouped/Scheduler/Ids","NT:/LiveWindow/Ungrouped/Scheduler/Names","NT:/LiveWindow/Ungrouped/Talon FX [1]/.actuator","NT:/LiveWindow/Ungrouped/Talon FX [1]/.name","NT:/LiveWindow/Ungrouped/Talon FX [1]/.type","NT:/LiveWindow/Ungrouped/Talon FX [1]/Value","NTConnection","messages","systemTime"
0.335044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FMSInfo","",32,"",true,0,0,0,1,false
0.432865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LoggyMotor /ExampleSubsystem/falcon/ log levels set to [SET_FUNCTION_CONTROL_MODE; SET_FUNCTION_VALUE; SET_FUNCTION_DEMAND_TYPE; SET_FUNCTION_DEMAND; SET_VOLTAGE; SET_SELECTED_SENSOR_POSITION; SET_NEUTRAL_MODE_IS_BRAKE; OUTPUT_PERCENT; FAULTS; FORWARD_LIMIT_SWITCH; REVERSE_LIMIT_SWITCH; SELECTED_SENSOR_POSITION; SELECTED_SENSOR_VELOCITY; STATOR_CURRENT; SUPPLY_CURRENT; BUS_VOLTAGE; TEMPERATURE; INTEGRATED_SENSOR_ABSOLUTE_POSITION; HAS_RESET]"
0.46945,,,,,,,,,,,,,,,,,,,,false,false,false,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,,<invalid>,,false
6.695908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-27 20:43:59.264977
6.858803,,,,,,,,,,"PercentOutput",,,0.481853
9.742571,,,,,,,,,,,0,"Neutral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"none","none",false,false,"ExampleSubsystem","LW Subsystem","LW Subsystem","Scheduler","Scheduler",,"",true,"Talon FX [1]","Motor Controller",0
10.672726,,,,,,,,,,,,,9.759447
11.325135,,,,,,0
12.954719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-27 20:44:05.523681
14.699535,12," UnderVoltage:0 ForwardLimitSwitch:0 ReverseLimitSwitch:0 ForwardSoftLimit:0 ReverseSoftLimit:0 HardwareFailure:0 ResetDuringEn:0 SensorOverflow:0 SensorOutOfPhase:0 HardwareESDReset:0 RemoteLossOfSignal:0 APIError:0 SupplyOverV:0 SupplyUnstable:0",,true,0,,,0,0,,,,,,,,0,0,0
19.204224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-27 20:44:11.773109
25.446126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-27 20:44:18.015063
31.695927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-27 20:44:24.265044
32.137968,,,,false,,,,,,,,,32.1429
32.159391,,,,,,,,,,,,,32.177054
32.181772,,,,,,,,,,,,,32.200901
32.212795,,,,,,,,,,,,,32.225494
32.238331,,,,,,,,,,,,,32.258295
32.258409,,,,,,,,,,,,,32.278243
32.278591,,,,,,,,,,,,,32.298555
32.29862,,,,,,,,,,,,,32.299437
32.331009,,,,,,,,,,,,,32.351003
32.351037,,,,,,,,,,,,,32.371024
32.371057,,,,,,,,,,,,,32.382118
32.402086,,,,,,,,,,,,,32.422058
32.441997,,,,,,,,,,,,,32.441986
32.462703,,,,,,,,,,,,,32.461925
32.483572,,,,,,,,,,,,,32.501746
32.522711,,,,,,,,,,,,,32.522697
32.542894,,,,,,,,,,,,,32.561656
32.582555,,,,,,,,,,,,,32.602474
32.622476,,,,,,,,,,,,,32.642376
32.662356,,,,,,,,,,,,,32.682256
32.702227,,,,,,,,,,,,,32.722159
32.742127,,,,,,,,,,,,,32.762072
32.782074,,,,,,,,,,,,,32.801953
32.821915,,,,,,,,,,,,,32.841846
32.862312,,,,,,,,,,,,,32.880994
32.901951,,,,,,,,,,,,,32.901939
32.921953,,,,,,,,,,,,,32.94184
32.961779,,,,,,,,,,,,,32.961766
32.982852,,,,,,,,,,,,,33.001761
33.021698,,,,,,,,,,,,,33.041644
33.0627,,,,,,,,,,,,,33.08252
33.102446,,,,,,,,,,,,,33.122381
33.142345,,,,,,,,,,,,,33.142334
33.162358,,,,,,,,,,,,,33.182276
33.2022,,,,,,,,,,,,,33.221854
33.241812,,,,,,,,,,,,,33.241801
33.262524,,,,,,,,,,,,,33.282449
33.302379,,,,,,,,,,,,,33.302368
33.322403,,,,,,,,,,,,,33.342251
33.362242,,,,,,,,,,,,,33.382146
33.402251,,,,,,,,,,,,,33.42204
33.441991,,,,,,,,,,,,,33.461927
33.481944,,,,,,,,,,,,,33.501817
33.521826,,,,,,,,,,,,,33.541733
33.562673,,,,,,,,,,,,,33.582611
33.602568,,,,,,,,,,,,,33.6225
33.642455,,,,,,,,,,,,,33.642443
33.662731,,,,,,,,,,,,,33.682361
33.702453,,,,,,,,,,,,,33.722241
33.742204,,,,,,,,,,,,,33.742192
33.762339,,,,,,,,,,,,,33.782069
33.802019,,,,,,,,,,,,,33.821961
33.841923,,,,,,,,,,,,,33.861871
33.881825,,,,,,,,,,,,,33.901763
33.922734,,,,,,,,,,,,,33.942658
33.962598,,,,,,,,,,,,,33.982552
34.002516,,,,,,,,,,,,,34.022447
34.042436,,,,,,,,,,,,,34.042423
34.062685,,,,,,,,,,,,,34.081284
34.102246,,,,,,,,,,,,,34.122172
34.142142,,,,,,,,,,,,,34.162092
34.182049,,,,,,,,,,,,,34.20198
